1,0
2,2
3,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,2
36,1
37,1
38,1
39,2
40,2
41,2
42,2
43,2
44,2
45,2
46,2
47,1
48,2
49,2
50,1
51,1
52,1
53,2
54,2
55,2
56,2
57,2
58,2
59,2
60,2
61,2
62,2
63,2
64,1
65,1
66,2
67,2
68,2
69,2
70,2
71,1
72,1
73,1
74,1
75,1
76,2
77,2
78,3
79,2
80,2
81,1
82,1
83,1
84,1
85,1
86,2
87,2
88,1
89,1
90,2
91,3
92,3
93,3
94,4
95,4
96,3
97,3
98,5
99,5
100,5
101,6
102,6
103,6
104,5
105,4
106,3
107,2
108,2
109,3
110,3
111,2
112,3
113,3
114,2
115,2
116,2
117,1
118,1
119,3
120,3
121,3
122,3
123,3
124,2
125,2
126,2
127,2
128,3
129,3
130,3
131,5
132,5
133,4
134,3
135,4
136,2
137,3
138,3
139,3
140,2
141,2
142,1
143,1
144,1
145,1
146,3
147,3
148,3
149,5
150,4
151,3
152,3
153,5
154,4
155,3
156,3
157,2
158,1
159,1
160,2
161,3
162,3
163,3
164,4
165,4
166,3
167,3
168,5
169,4
170,4
171,5
172,6
173,4
174,5
175,4
176,5
177,4
178,5
179,4
180,4
181,2
182,1
183,1
184,1
185,1
186,2
187,2
188,2
189,2
190,3
191,3
192,2
193,2
194,2
195,1
196,1
197,1
198,1
199,2
200,2
201,1
202,3
203,4
204,3
205,2
206,1
207,1
208,1
209,1
210,2
211,3
212,4
213,5
214,5
215,5
216,4
217,2
218,1
219,2
220,3
221,3
222,4
223,3
224,4
225,5
226,5
227,4
228,3
229,2
230,3
231,3
232,3
233,2
234,1
235,2
236,2
237,2
238,2
239,1
240,2
241,3
242,4
243,4
244,5
245,3
246,2
247,3
248,2
249,2
250,4
251,4
252,3
253,3
254,1
255,1
256,3
257,4
258,4
259,4
260,2
261,2
262,2
263,2
264,3
265,2
266,2
267,2
268,3
269,3
270,3
271,3
272,2
273,1
274,1
275,1
276,1
277,1
278,2
279,2
280,2
281,2
282,2
283,2
284,2
285,2
286,2
287,2
288,3
289,4
290,4
291,5
292,5
293,3
294,3
295,2
296,2
297,2
298,2
299,2
300,2
301,2
302,2
303,1
304,2
305,2
306,2
307,4
308,5
309,5
310,5
311,4
312,1
313,1
314,2
315,2
316,2
317,2
318,2
319,1
320,2
321,2
322,3
323,3
324,4
325,2
326,3
327,3
328,2
329,3
330,2
331,2
332,4
333,3
334,3
335,4
336,3
337,2
338,3
339,2
340,2
341,3
342,3
343,3
344,4
345,4
346,2
347,2
348,2
349,2
350,3
351,3
352,3
353,2
354,2
355,2
356,2
357,2
358,1
359,1
360,1
361,1
362,3
363,4
364,4
365,3
366,3
367,3
368,2
369,2
370,2
371,2
372,2
373,3
374,3
375,3
376,3
377,3
378,4
379,5
380,4
381,6
382,4
383,4
384,4
385,2
386,3
387,3
388,3
389,3
390,2
391,2
392,1
393,1
394,2
395,2
396,2
397,2
398,2
399,3
400,3
401,4
402,3
403,3
404,2
405,1
406,1
407,2
408,2
409,2
410,2
411,1
412,1
413,1
414,1
415,2
416,2
417,3
418,3
419,3
420,3
421,2
422,2
423,1
424,1
425,1
426,1
427,1
428,2
429,3
430,3
431,4
432,3
433,2
434,2
435,2
436,2
437,2
438,2
439,1
440,1
441,1
442,1
443,1
444,1
445,2
446,2
447,2
448,2
449,1
450,1
451,1
452,2
453,2
454,2
455,2
456,1
457,1
458,2
459,2
460,2
461,2
462,1
463,1
464,1
465,1
466,1
467,2
468,2
469,2
470,3
471,2
472,2
473,3
474,2
475,2
476,2
477,2
478,2
479,2
480,3
481,2
482,2
483,2
484,2
485,2
486,2
487,2
488,1
489,1
490,1
491,1
492,2
493,2
494,2
495,2
496,3
497,3
498,3
499,3
500,2
501,2
502,2
503,2
504,1
505,1
506,1
507,1
508,2
509,2
510,2
511,2
512,1
513,1
514,2
515,2
516,2
517,2
518,1
519,3
520,3
521,3
522,3
523,3
524,2
525,2
526,2
527,1
528,1
529,2
530,2
531,2
532,2
533,1
534,1
535,1
536,2
537,2
538,2
539,2
540,1
541,1
542,2
543,2
544,2
545,2
546,2
547,3
548,3
549,5
550,4
551,4
552,4
553,2
554,2
555,2
556,2
557,1
558,2
559,2
560,3
561,2
562,2
563,2
564,2
565,1
566,2
567,2
568,2
569,2
570,1
571,2
572,2
573,3
574,3
575,4
576,3
577,2
578,2
579,1
580,1
581,2
582,2
583,2
584,2
585,2
586,4
587,8
588,11
589,13
590,11
591,9
592,7
593,3
594,4
595,5
596,7
597,6
598,4
599,3
600,2
601,2
602,3
603,3
604,4
605,4
606,4
607,4
608,3
609,3
610,1
611,2
612,3
613,4
614,5
615,5
616,2
617,3
618,3
619,6
620,8
621,8
622,7
623,5
624,2
625,2
626,2
627,2
628,2
629,2
630,3
631,2
632,2
633,2
634,2
635,1
636,1
637,1
638,1
639,2
640,2
641,2
642,1
643,2
644,2
645,2
646,2
647,2
648,3
649,4
650,7
651,6
652,7
653,7
654,4
655,4
656,4
657,3
658,4
659,3
660,2
661,2
662,1
663,3
664,3
665,4
666,4
667,4
668,3
669,2
670,3
671,3
672,4
673,4
674,3
675,4
676,5
677,6
678,6
679,5
680,4
681,3
682,2
683,2
684,1
685,1
686,1
687,2
688,3
689,3
690,2
691,2
692,1
693,1
694,1
695,1
696,3
697,3
698,3
699,3
700,2
701,1
702,2
703,2
704,2
705,2
706,3
707,5
708,5
709,5
710,4
711,1
712,1
713,1
714,1
715,1
716,2
717,2
718,2
719,1
720,2
721,2
722,2
723,2
724,1
725,1
726,1
727,1
728,1
729,2
730,3
731,4
732,5
733,4
734,4
735,2
736,2
737,2
738,3
739,3
740,2
741,2
742,1
743,1
744,1
745,1
746,4
747,4
748,4
749,4
750,3
751,3
752,4
753,3
754,3
755,3
756,1
757,3
758,3
759,3
760,4
761,4
762,3
763,3
764,3
765,2
766,2
767,3
768,2
769,3
770,4
771,4
772,4
773,4
774,2
775,2
776,3
777,3
778,4
779,3
780,2
781,4
782,4
783,4
784,5
785,4
786,2
787,2
788,2
789,2
790,3
791,3
792,4
793,3
794,3
795,4
796,4
797,7
798,6
799,6
800,4
801,2
802,1
803,1
804,1
805,1
806,1
807,1
808,1
809,2
810,2
811,2
812,2
813,1
814,1
815,1
816,1
817,1
818,2
819,3
820,3
821,2
822,2
823,2
824,1
825,1
826,1
827,2
828,2
829,2
830,3
831,2
832,2
833,2
834,1
835,2
836,2
837,3
838,3
839,3
840,2
841,1
842,1
843,1
844,2
845,2
846,2
847,1
848,3
849,3
850,3
851,3
852,2
853,1
854,1
855,2
856,2
857,2
858,2
859,3
860,3
861,3
862,3
863,2
864,2
865,2
866,2
867,1
868,1
869,2
870,2
871,2
872,3
873,2
874,2
875,3
876,2
877,2
878,2
879,2
880,1
881,2
882,2
883,2
884,1
885,1
886,1
887,2
888,5
889,6
890,6
891,5
892,5
893,3
894,3
895,3
896,2
897,1
898,1
899,2
900,2
901,2
902,2
903,1
904,1
905,1
906,1
907,1
908,2
909,3
910,4
911,5
912,4
913,5
914,3
915,3
916,4
917,5
918,7
919,7
920,6
921,5
922,3
923,2
924,1
925,1
926,1
927,1
928,1
929,2
930,3
931,3
932,2
933,2
934,3
935,3
936,4
937,4
938,4
939,4
940,3
941,2
942,1
943,2
944,2
945,3
946,3
947,2
948,3
949,2
950,2
951,2
952,2
953,2
954,2
955,2
956,2
957,4
958,4
959,4
960,4
961,1
962,1
963,2
964,2
965,2
966,1
967,1
968,1
969,1
970,1
971,1
972,1
973,1
974,2
975,2
976,2
977,2
978,2
979,2
980,2
981,2
982,2
983,2
984,2
985,2
986,2
987,2
988,1
989,1
990,6
991,7
992,8
993,8
994,6
995,1
996,3
997,3
998,5
999,5
1000,77498
